id_cliente,tipo_linea,fecha_alta_movil,antiguedad_meses,departamento,provincia,distrito,ciudad_objetivo,mensualidad_pospago,promedio_recarga_mensual,deuda_actual,retrasos_6m,sin_deuda_ni_retrasos_6m_x,canal_preferido,email,email_habilitado,usuario_mi_movistar_activo,tuvo_internet_hogar,fecha_baja_internet_hogar,baja_ultimo_anio_x,baja_ultimo_anio_y,sin_reclamos_activos,sin_reclamos_6m,sin_deuda_ni_retrasos_6m_y,cumple_ticket,elegible_final,reclamos_totales,reclamo_activo,reclamo_ultimos_6m
C000782,POSPAGO,29/08/2023,29,PUNO,PUNO,PUNO,False,84.74,,0.0,1,False,PUSH_APP,cliente00782@mail.com,True,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000783,POSPAGO,25/12/2023,25,LIMA,LIMA,LIMA,True,105.69,,111.96,1,False,WHATSAPP,cliente00783@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000784,POSPAGO,26/09/2025,3,LIMA,LIMA,LIMA,True,82.38,,0.0,1,False,SMS,cliente00784@mail.com,True,False,True,16/12/2025,True,True,True,True,False,True,False,0.0,0,0
C000785,POSPAGO,22/10/2025,2,CAJAMARCA,CAJAMARCA,CAJAMARCA,True,66.36,,0.0,0,True,WHATSAPP,cliente00785@mail.com,True,True,True,18/07/2025,True,True,True,True,True,False,False,0.0,0,0
C000786,PREPAGO,15/11/2025,2,LIMA,LIMA,LIMA,True,,58.34,0.0,0,True,SMS,,False,True,True,26/08/2025,True,True,True,True,True,False,False,0.0,0,0
C000787,PREPAGO,8/01/2026,0,LIMA,LIMA,SAN MIGUEL,True,,51.75,0.0,0,True,WHATSAPP,,False,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000788,POSPAGO,1/05/2024,20,LIMA,LIMA,LIMA,True,86.6,,25.21,2,False,SMS,,False,False,False,,False,False,True,True,False,True,False,1.0,False,False
C000789,POSPAGO,5/05/2025,8,LIMA,LIMA,PUENTE PIEDRA,True,75.91,,112.46,0,False,WHATSAPP,cliente00789@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000790,PREPAGO,17/11/2025,1,CALLAO,CALLAO,CALLAO,True,,73.33,0.0,0,True,EMAIL,cliente00790@mail.com,False,False,True,6/05/2022,False,False,True,True,True,False,False,0.0,0,0
C000791,POSPAGO,17/11/2025,1,LIMA,LIMA,PUENTE PIEDRA,True,92.46,,35.98,0,False,WHATSAPP,cliente00791@mail.com,True,False,False,,False,False,False,False,False,True,False,2.0,True,True
C000792,PREPAGO,11/05/2024,20,LIMA,LIMA,LIMA,True,,59.36,0.0,1,False,EMAIL,cliente00792@mail.com,False,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000793,POSPAGO,16/05/2025,8,LIMA,LIMA,PUENTE PIEDRA,True,64.27,,0.0,0,True,WHATSAPP,,False,True,True,5/09/2022,False,False,True,True,True,False,False,0.0,0,0
C000794,PREPAGO,21/12/2023,25,LIMA,LIMA,PUENTE PIEDRA,True,,58.93,0.0,1,False,PUSH_APP,cliente00794@mail.com,False,False,False,,False,False,True,True,False,False,False,1.0,False,False
C000795,POSPAGO,15/10/2023,27,LIMA,LIMA,LIMA,True,52.35,,0.0,1,False,WHATSAPP,cliente00795@mail.com,True,False,False,,False,False,True,True,False,False,False,1.0,False,False
C000796,PREPAGO,28/11/2023,25,JUNIN,HUANCAYO,HUANCAYO,False,,92.45,16.41,0,False,WHATSAPP,cliente00796@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000797,PREPAGO,22/11/2025,1,LIMA,LIMA,LIMA,True,,99.85,0.0,0,True,SMS,cliente00797@mail.com,True,True,False,,False,False,True,True,True,True,True,0.0,0,0
C000798,PREPAGO,22/08/2023,29,PIURA,PIURA,PIURA,False,,103.78,0.0,1,False,EMAIL,cliente00798@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000799,PREPAGO,18/08/2024,17,LIMA,LIMA,LIMA,True,,140.99,0.0,1,False,SMS,cliente00799@mail.com,True,False,False,,False,False,True,False,False,True,False,2.0,False,True
C000800,PREPAGO,11/12/2025,1,LIMA,LIMA,LIMA,True,,75.83,0.0,0,True,EMAIL,,False,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000801,PREPAGO,22/07/2025,5,LIMA,LIMA,LIMA,True,,62.16,0.0,0,True,EMAIL,cliente00801@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000802,POSPAGO,7/09/2025,4,LIMA,LIMA,LIMA,True,92.87,,0.0,2,False,SMS,cliente00802@mail.com,True,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000803,PREPAGO,15/01/2026,0,LIMA,LIMA,LIMA,True,,94.46,0.0,0,True,SMS,cliente00803@mail.com,True,False,False,,False,False,True,True,True,True,True,1.0,False,False
C000804,PREPAGO,12/03/2023,34,LIMA,LIMA,PUENTE PIEDRA,True,,73.98,140.92,0,False,PUSH_APP,cliente00804@mail.com,True,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000805,POSPAGO,9/10/2023,27,LIMA,LIMA,LIMA,True,109.44,,52.38,0,False,WHATSAPP,cliente00805@mail.com,True,True,True,4/09/2025,True,True,True,True,False,True,False,0.0,0,0
C000806,PREPAGO,29/11/2025,1,LIMA,LIMA,LIMA,True,,80.58,140.51,0,False,SMS,cliente00806@mail.com,True,True,False,,False,False,False,False,False,True,False,1.0,True,True
C000807,PREPAGO,15/11/2025,2,AREQUIPA,AREQUIPA,AREQUIPA,True,,91.33,0.0,0,True,SMS,cliente00807@mail.com,True,False,False,,False,False,True,True,True,True,True,0.0,0,0
C000808,PREPAGO,15/01/2025,12,ICA,ICA,ICA,False,,85.42,0.0,2,False,EMAIL,cliente00808@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000809,POSPAGO,16/06/2023,31,LIMA,LIMA,LIMA,True,82.76,,0.0,0,True,WHATSAPP,,False,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000810,POSPAGO,16/05/2023,32,LA LIBERTAD,TRUJILLO,TRUJILLO,True,84.87,,0.0,0,True,SMS,cliente00810@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000811,PREPAGO,25/07/2025,5,LAMBAYEQUE,CHICLAYO,CHICLAYO,True,,96.5,30.82,0,False,PUSH_APP,,False,True,False,,False,False,True,True,False,True,False,1.0,False,False
C000812,PREPAGO,10/09/2023,28,LIMA,LIMA,SAN MIGUEL,True,,63.83,0.0,1,False,SMS,,False,True,False,,False,False,True,True,False,False,False,0.0,0,0
C000813,POSPAGO,31/05/2025,7,CUSCO,CUSCO,CUSCO,False,113.87,,0.0,1,False,PUSH_APP,cliente00813@mail.com,True,True,False,,False,False,True,False,False,True,False,1.0,False,True
C000814,PREPAGO,24/09/2025,3,ANCASH,HUARAZ,HUARAZ,False,,115.23,0.0,2,False,PUSH_APP,cliente00814@mail.com,True,True,False,,False,False,True,False,False,True,False,1.0,False,True
C000815,PREPAGO,22/07/2025,5,LIMA,LIMA,LIMA,True,,36.96,187.57,0,False,WHATSAPP,cliente00815@mail.com,True,False,True,13/11/2024,False,False,True,True,False,False,False,0.0,0,0
C000816,POSPAGO,19/10/2025,2,AREQUIPA,AREQUIPA,AREQUIPA,True,89.68,,8.6,0,False,PUSH_APP,cliente00816@mail.com,True,True,True,22/05/2025,True,True,True,True,False,True,False,0.0,0,0
C000817,PREPAGO,15/08/2025,5,AREQUIPA,AREQUIPA,AREQUIPA,True,,123.02,76.44,0,False,WHATSAPP,,False,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000818,POSPAGO,27/06/2024,18,LIMA,LIMA,LIMA,True,94.24,,0.0,0,True,SMS,cliente00818@mail.com,True,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000819,POSPAGO,15/11/2023,26,LIMA,LIMA,LIMA,True,89.31,,0.0,0,True,PUSH_APP,cliente00819@mail.com,True,False,True,19/02/2025,True,True,True,True,True,True,False,0.0,0,0
C000820,POSPAGO,31/07/2023,29,ICA,ICA,ICA,False,66.7,,0.0,0,True,SMS,cliente00820@mail.com,False,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000821,PREPAGO,17/05/2023,32,CAJAMARCA,CAJAMARCA,CAJAMARCA,True,,41.32,75.64,0,False,EMAIL,,False,True,True,5/07/2025,True,True,True,True,False,False,False,0.0,0,0
C000822,POSPAGO,26/10/2025,2,LIMA,LIMA,LIMA,True,63.2,,16.76,0,False,EMAIL,cliente00822@mail.com,True,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000823,POSPAGO,23/09/2023,28,LIMA,LIMA,LIMA,True,45.84,,0.0,0,True,SMS,cliente00823@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000824,POSPAGO,16/12/2023,25,JUNIN,HUANCAYO,HUANCAYO,False,125.25,,0.0,0,True,WHATSAPP,cliente00824@mail.com,True,False,True,21/06/2022,False,False,True,True,True,True,False,0.0,0,0
C000825,POSPAGO,2/10/2025,3,LIMA,LIMA,LIMA,True,79.74,,0.0,0,True,SMS,,False,True,False,,False,False,True,True,True,True,True,0.0,0,0
C000826,PREPAGO,19/03/2023,34,LA LIBERTAD,TRUJILLO,TRUJILLO,True,,79.72,0.0,0,True,EMAIL,,False,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000827,POSPAGO,14/06/2025,7,LIMA,LIMA,LIMA,True,81.94,,0.0,0,True,SMS,cliente00827@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000828,POSPAGO,13/12/2025,1,LIMA,LIMA,LIMA,True,91.0,,0.0,1,False,PUSH_APP,,False,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000829,PREPAGO,28/10/2024,14,LIMA,LIMA,LIMA,True,,19.92,0.0,0,True,SMS,cliente00829@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000830,POSPAGO,8/07/2023,30,LIMA,LIMA,LIMA,True,75.88,,132.34,0,False,SMS,cliente00830@mail.com,True,False,False,,False,False,True,True,False,True,False,1.0,False,False
C000831,POSPAGO,13/07/2024,18,LIMA,LIMA,LIMA,True,117.6,,0.0,0,True,SMS,cliente00831@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000832,POSPAGO,7/07/2025,6,CALLAO,CALLAO,CALLAO,True,55.8,,81.15,1,False,WHATSAPP,cliente00832@mail.com,True,True,False,,False,False,True,True,False,False,False,0.0,0,0
C000833,POSPAGO,2/04/2025,9,AREQUIPA,AREQUIPA,AREQUIPA,True,70.46,,16.92,0,False,SMS,,False,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000834,POSPAGO,12/06/2024,19,LIMA,LIMA,LIMA,True,34.86,,0.0,0,True,EMAIL,cliente00834@mail.com,True,False,False,,False,False,True,False,True,False,False,1.0,False,True
C000835,POSPAGO,12/09/2023,28,LAMBAYEQUE,CHICLAYO,CHICLAYO,True,130.58,,0.0,0,True,WHATSAPP,,False,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000836,POSPAGO,27/11/2023,26,LIMA,LIMA,SAN MIGUEL,True,101.45,,0.0,0,True,SMS,,False,False,True,12/12/2025,True,True,True,True,True,True,False,0.0,0,0
C000837,PREPAGO,4/08/2023,29,LIMA,LIMA,PUENTE PIEDRA,True,,118.34,0.0,0,True,PUSH_APP,,False,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000838,POSPAGO,11/07/2023,30,LIMA,LIMA,LIMA,True,67.05,,0.0,0,True,SMS,cliente00838@mail.com,True,False,True,17/10/2023,False,False,True,True,True,False,False,0.0,0,0
C000839,PREPAGO,1/07/2024,18,LIMA,LIMA,PUENTE PIEDRA,True,,52.26,106.99,0,False,WHATSAPP,,False,True,False,,False,False,True,True,False,False,False,0.0,0,0
C000840,PREPAGO,3/01/2026,0,ANCASH,HUARAZ,HUARAZ,False,,93.73,0.0,0,True,WHATSAPP,cliente00840@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000841,POSPAGO,5/05/2023,32,AREQUIPA,AREQUIPA,AREQUIPA,True,97.4,,0.0,0,True,SMS,cliente00841@mail.com,True,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000842,PREPAGO,24/10/2025,2,LIMA,LIMA,LIMA,True,,98.57,0.0,0,True,EMAIL,cliente00842@mail.com,True,True,False,,False,False,True,True,True,True,True,0.0,0,0
C000843,POSPAGO,11/10/2025,3,LA LIBERTAD,TRUJILLO,TRUJILLO,True,73.42,,0.0,0,True,WHATSAPP,cliente00843@mail.com,True,True,False,,False,False,True,False,True,True,False,1.0,False,True
C000844,PREPAGO,2/10/2025,3,LIMA,LIMA,LIMA,True,,85.78,0.0,0,True,EMAIL,cliente00844@mail.com,True,True,True,3/01/2026,True,True,True,True,True,True,False,0.0,0,0
C000845,POSPAGO,10/03/2025,10,LIMA,LIMA,LIMA,True,125.23,,0.0,0,True,EMAIL,cliente00845@mail.com,True,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000846,POSPAGO,4/10/2025,3,LIMA,LIMA,PUENTE PIEDRA,True,98.59,,0.0,0,True,PUSH_APP,,False,False,False,,False,False,True,True,True,True,True,0.0,0,0
C000847,POSPAGO,25/10/2025,2,LAMBAYEQUE,CHICLAYO,CHICLAYO,True,68.44,,0.0,0,True,SMS,cliente00847@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000848,PREPAGO,22/03/2025,9,LIMA,LIMA,LIMA,True,,79.1,0.0,0,True,WHATSAPP,,False,False,True,21/09/2025,True,True,True,True,True,False,False,0.0,0,0
C000849,POSPAGO,5/10/2025,3,CUSCO,CUSCO,CUSCO,False,95.31,,0.0,0,True,SMS,cliente00849@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000850,PREPAGO,31/07/2025,5,LIMA,LIMA,LIMA,True,,103.12,0.0,2,False,WHATSAPP,cliente00850@mail.com,True,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000851,POSPAGO,20/08/2025,4,LIMA,LIMA,LIMA,True,102.8,,0.0,0,True,SMS,,False,False,False,,False,False,True,True,True,True,True,0.0,0,0
C000852,PREPAGO,17/12/2023,25,SAN MARTIN,TARAPOTO,TARAPOTO,False,,117.96,112.59,2,False,PUSH_APP,cliente00852@mail.com,False,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000853,POSPAGO,10/12/2023,25,LIMA,LIMA,PUENTE PIEDRA,True,125.33,,0.0,2,False,WHATSAPP,cliente00853@mail.com,False,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000854,PREPAGO,10/05/2023,32,CAJAMARCA,CAJAMARCA,CAJAMARCA,True,,62.58,68.14,0,False,EMAIL,cliente00854@mail.com,True,True,False,,False,False,True,True,False,False,False,0.0,0,0
C000855,POSPAGO,5/12/2025,1,CAJAMARCA,CAJAMARCA,CAJAMARCA,True,69.22,,39.54,1,False,SMS,,False,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000856,POSPAGO,28/06/2025,6,JUNIN,HUANCAYO,HUANCAYO,False,99.79,,0.0,0,True,EMAIL,,False,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000857,POSPAGO,12/08/2025,5,LIMA,LIMA,LIMA,True,60.52,,128.29,0,False,SMS,cliente00857@mail.com,True,True,True,14/06/2025,True,True,True,True,False,False,False,0.0,0,0
C000858,POSPAGO,24/08/2025,4,LIMA,LIMA,LIMA,True,88.7,,0.0,0,True,SMS,cliente00858@mail.com,True,False,False,,False,False,True,False,True,True,False,1.0,False,True
C000859,PREPAGO,17/12/2025,0,LAMBAYEQUE,CHICLAYO,CHICLAYO,True,,34.97,0.0,0,True,SMS,,False,False,False,,False,False,True,False,True,False,False,2.0,False,True
C000860,POSPAGO,14/11/2023,26,CALLAO,CALLAO,CALLAO,True,54.59,,32.13,3,False,PUSH_APP,cliente00860@mail.com,True,True,False,,False,False,True,True,False,False,False,0.0,0,0
C000861,PREPAGO,5/11/2024,14,CALLAO,CALLAO,CALLAO,True,,87.77,0.0,2,False,EMAIL,,False,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000862,POSPAGO,3/08/2024,17,LIMA,LIMA,LIMA,True,52.72,,98.85,0,False,EMAIL,cliente00862@mail.com,True,True,False,,False,False,True,True,False,False,False,1.0,False,False
C000863,POSPAGO,24/11/2025,1,LIMA,LIMA,LIMA,True,105.51,,20.24,1,False,WHATSAPP,cliente00863@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000864,POSPAGO,28/08/2023,29,LIMA,LIMA,SAN MIGUEL,True,61.33,,36.76,0,False,WHATSAPP,cliente00864@mail.com,False,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000865,POSPAGO,17/06/2025,7,LIMA,LIMA,LIMA,True,114.8,,0.0,0,True,WHATSAPP,cliente00865@mail.com,False,True,False,,False,False,True,True,True,True,False,1.0,False,False
C000866,PREPAGO,12/06/2023,31,LIMA,LIMA,LIMA,True,,130.5,0.0,0,True,WHATSAPP,cliente00866@mail.com,False,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000867,POSPAGO,8/07/2025,6,LIMA,LIMA,LIMA,True,76.09,,0.0,0,True,SMS,cliente00867@mail.com,True,True,False,,False,False,True,True,True,True,True,0.0,0,0
C000868,POSPAGO,27/07/2025,5,LIMA,LIMA,LIMA,True,61.54,,0.0,0,True,EMAIL,,False,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000869,PREPAGO,11/02/2024,23,LAMBAYEQUE,CHICLAYO,CHICLAYO,True,,66.71,75.53,0,False,PUSH_APP,cliente00869@mail.com,True,True,True,9/06/2022,False,False,True,True,False,False,False,0.0,0,0
C000870,PREPAGO,16/07/2024,18,LA LIBERTAD,TRUJILLO,TRUJILLO,True,,68.27,0.0,1,False,PUSH_APP,,False,True,False,,False,False,True,True,False,False,False,0.0,0,0
C000871,POSPAGO,17/09/2025,4,LIMA,LIMA,LIMA,True,42.89,,0.0,0,True,EMAIL,cliente00871@mail.com,True,True,True,27/07/2025,True,True,True,True,True,False,False,0.0,0,0
C000872,POSPAGO,7/11/2025,2,LIMA,LIMA,LIMA,True,33.95,,0.0,0,True,SMS,,False,False,True,23/01/2025,True,True,True,True,True,False,False,0.0,0,0
C000873,PREPAGO,15/08/2025,5,CALLAO,CALLAO,CALLAO,True,,80.85,0.0,0,True,EMAIL,,False,True,False,,False,False,True,True,True,True,True,0.0,0,0
C000874,POSPAGO,24/06/2024,19,LIMA,LIMA,LIMA,True,123.12,,0.0,0,True,SMS,,False,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000875,POSPAGO,21/05/2025,7,CAJAMARCA,CAJAMARCA,CAJAMARCA,True,129.93,,0.0,0,True,SMS,cliente00875@mail.com,True,False,True,24/06/2025,True,True,True,True,True,True,False,0.0,0,0
C000876,POSPAGO,20/09/2025,3,LAMBAYEQUE,CHICLAYO,CHICLAYO,True,55.94,,226.7,0,False,SMS,,False,False,False,,False,False,True,True,False,False,False,1.0,False,False
C000877,PREPAGO,3/11/2023,26,CUSCO,CUSCO,CUSCO,False,,103.15,0.0,0,True,SMS,cliente00877@mail.com,False,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000878,PREPAGO,9/11/2023,26,CALLAO,CALLAO,CALLAO,True,,117.69,6.78,0,False,SMS,cliente00878@mail.com,False,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000879,POSPAGO,15/05/2024,20,LIMA,LIMA,LIMA,True,52.21,,0.0,0,True,EMAIL,,False,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000880,POSPAGO,28/02/2024,22,CALLAO,CALLAO,CALLAO,True,115.09,,317.68,0,False,SMS,cliente00880@mail.com,True,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000881,POSPAGO,10/01/2026,0,LIMA,LIMA,LIMA,True,115.5,,0.0,1,False,SMS,cliente00881@mail.com,True,True,False,,False,False,True,False,False,True,False,1.0,False,True
C000882,PREPAGO,26/08/2025,4,LIMA,LIMA,LIMA,True,,113.53,0.0,0,True,SMS,,False,False,True,1/01/2026,True,True,True,True,True,True,False,0.0,0,0
C000883,POSPAGO,19/04/2025,9,LIMA,LIMA,LIMA,True,29.9,,0.0,0,True,EMAIL,cliente00883@mail.com,True,True,True,21/12/2025,True,True,True,True,True,False,False,1.0,False,False
C000884,POSPAGO,16/11/2024,14,LIMA,LIMA,LIMA,True,74.99,,37.64,1,False,WHATSAPP,,False,True,True,2/04/2025,True,True,True,True,False,True,False,0.0,0,0
C000885,PREPAGO,1/12/2025,1,LIMA,LIMA,LIMA,True,,87.01,0.0,0,True,WHATSAPP,cliente00885@mail.com,True,True,False,,False,False,True,True,True,True,True,0.0,0,0
C000886,POSPAGO,13/10/2025,3,LIMA,LIMA,LIMA,True,47.01,,0.0,0,True,PUSH_APP,cliente00886@mail.com,True,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000887,PREPAGO,13/11/2025,2,CALLAO,CALLAO,CALLAO,True,,75.37,0.0,0,True,PUSH_APP,cliente00887@mail.com,True,False,True,19/12/2025,True,True,True,True,True,False,False,1.0,False,False
C000888,POSPAGO,29/11/2024,13,SAN MARTIN,TARAPOTO,TARAPOTO,False,86.61,,24.66,0,False,EMAIL,cliente00888@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000889,POSPAGO,20/03/2023,34,LIMA,LIMA,LIMA,True,100.82,,0.0,0,True,WHATSAPP,cliente00889@mail.com,True,False,True,18/07/2024,False,False,True,True,True,True,False,0.0,0,0
C000890,POSPAGO,14/10/2024,15,CALLAO,CALLAO,CALLAO,True,68.0,,0.0,0,True,SMS,,False,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000891,PREPAGO,3/10/2024,15,LIMA,LIMA,LIMA,True,,85.25,0.0,1,False,SMS,cliente00891@mail.com,True,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000892,PREPAGO,29/10/2023,26,ICA,ICA,ICA,False,,25.19,0.0,1,False,WHATSAPP,cliente00892@mail.com,False,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000893,PREPAGO,28/08/2024,16,LIMA,LIMA,LIMA,True,,31.53,0.0,0,True,SMS,cliente00893@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000894,POSPAGO,26/07/2025,5,CUSCO,CUSCO,CUSCO,False,65.13,,0.0,0,True,EMAIL,,False,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000895,PREPAGO,24/10/2025,2,LIMA,LIMA,LIMA,True,,64.03,0.0,0,True,SMS,cliente00895@mail.com,True,False,True,8/09/2023,False,False,True,True,True,False,False,0.0,0,0
C000896,POSPAGO,18/11/2025,1,CAJAMARCA,CAJAMARCA,CAJAMARCA,True,94.72,,0.0,0,True,SMS,cliente00896@mail.com,False,False,False,,False,False,True,True,True,True,True,0.0,0,0
C000897,POSPAGO,8/03/2023,34,LIMA,LIMA,LIMA,True,79.4,,53.65,0,False,SMS,,False,True,True,14/10/2025,True,True,True,True,False,True,False,1.0,False,False
C000898,PREPAGO,19/08/2025,4,LIMA,LIMA,LIMA,True,,71.57,105.62,1,False,WHATSAPP,cliente00898@mail.com,True,False,False,,False,False,False,False,False,False,False,2.0,True,True
C000899,POSPAGO,12/08/2025,5,LIMA,LIMA,LIMA,True,103.74,,0.0,1,False,SMS,cliente00899@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000900,POSPAGO,19/06/2024,19,LIMA,LIMA,LIMA,True,76.23,,22.62,0,False,WHATSAPP,cliente00900@mail.com,True,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000901,POSPAGO,2/10/2023,27,PIURA,PIURA,PIURA,False,52.73,,0.0,0,True,PUSH_APP,cliente00901@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000902,POSPAGO,7/03/2024,22,AREQUIPA,AREQUIPA,AREQUIPA,True,109.79,,0.0,0,True,SMS,,False,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000903,POSPAGO,9/09/2025,4,LIMA,LIMA,LIMA,True,110.66,,30.42,0,False,EMAIL,cliente00903@mail.com,True,True,False,,False,False,True,False,False,True,False,1.0,False,True
C000904,PREPAGO,4/03/2025,10,ANCASH,HUARAZ,HUARAZ,False,,74.55,0.0,0,True,EMAIL,cliente00904@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000905,POSPAGO,5/10/2025,3,LIMA,LIMA,PUENTE PIEDRA,True,91.92,,0.0,3,False,WHATSAPP,cliente00905@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000906,PREPAGO,6/12/2024,13,ANCASH,HUARAZ,HUARAZ,False,,90.43,0.0,0,True,EMAIL,cliente00906@mail.com,True,True,False,,False,False,True,True,True,True,False,0.0,0,0
C000907,PREPAGO,6/05/2023,32,LIMA,LIMA,LIMA,True,,61.03,27.46,0,False,WHATSAPP,cliente00907@mail.com,True,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000908,POSPAGO,12/06/2023,31,JUNIN,HUANCAYO,HUANCAYO,False,107.18,,62.97,0,False,WHATSAPP,cliente00908@mail.com,True,True,False,,False,False,True,True,False,True,False,1.0,False,False
C000909,POSPAGO,7/11/2025,2,LIMA,LIMA,LIMA,True,96.13,,108.09,0,False,PUSH_APP,cliente00909@mail.com,True,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000910,POSPAGO,9/08/2025,5,CALLAO,CALLAO,CALLAO,True,108.24,,0.0,0,True,EMAIL,,False,False,False,,False,False,True,True,True,True,True,0.0,0,0
C000911,PREPAGO,8/09/2024,16,LIMA,LIMA,LIMA,True,,114.99,0.0,0,True,EMAIL,,False,False,False,,False,False,True,True,True,True,False,0.0,0,0
C000912,POSPAGO,8/03/2024,22,LIMA,LIMA,SAN MIGUEL,True,91.77,,0.0,3,False,EMAIL,cliente00912@mail.com,True,False,False,,False,False,False,False,False,True,False,1.0,True,True
C000913,PREPAGO,4/10/2023,27,CALLAO,CALLAO,CALLAO,True,,63.98,0.0,1,False,SMS,cliente00913@mail.com,True,False,False,,False,False,True,True,False,False,False,0.0,0,0
C000914,POSPAGO,6/07/2025,6,LIMA,LIMA,LIMA,True,68.09,,0.0,0,True,PUSH_APP,cliente00914@mail.com,True,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000915,PREPAGO,14/03/2025,10,SAN MARTIN,TARAPOTO,TARAPOTO,False,,103.85,0.0,2,False,SMS,cliente00915@mail.com,False,False,False,,False,False,True,True,False,True,False,0.0,0,0
C000916,POSPAGO,5/09/2025,4,ANCASH,HUARAZ,HUARAZ,False,68.3,,0.0,0,True,SMS,cliente00916@mail.com,True,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000917,POSPAGO,28/08/2024,16,ANCASH,HUARAZ,HUARAZ,False,59.79,,0.0,0,True,EMAIL,,False,False,False,,False,False,True,True,True,False,False,0.0,0,0
C000918,PREPAGO,10/04/2025,9,ANCASH,HUARAZ,HUARAZ,False,,63.35,0.0,0,True,WHATSAPP,,False,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000919,PREPAGO,12/12/2025,1,CAJAMARCA,CAJAMARCA,CAJAMARCA,True,,33.52,0.0,0,True,WHATSAPP,,False,True,False,,False,False,True,True,True,False,False,0.0,0,0
C000920,POSPAGO,12/03/2024,22,PUNO,PUNO,PUNO,False,70.09,,0.0,1,False,WHATSAPP,cliente00920@mail.com,True,True,False,,False,False,True,True,False,True,False,0.0,0,0
C000921,PREPAGO,25/12/2025,0,CUSCO,CUSCO,CUSCO,False,,72.46,102.31,1,False,WHATSAPP,cliente00921@mail.com,True,True,True,24/07/2025,True,True,True,True,False,False,False,0.0,0,0
